Comunidades y ciudades autónomas;País de residencia;Meses;Total
Murcia, Región de;Alemania;Junio;1.161
Murcia, Región de;Alemania;Julio;1.405
Murcia, Región de;Alemania;Agosto;2.056
Murcia, Región de;Alemania;Septiembre;1.113
Murcia, Región de;Alemania;Octubre;2.061
Murcia, Región de;Alemania;Noviembre;2.222
Murcia, Región de;Alemania;Diciembre;1.303
Murcia, Región de;Austria;Total;528
Murcia, Región de;Austria;Enero;..
Murcia, Región de;Austria;Febrero;..
Murcia, Región de;Austria;Marzo;..
Murcia, Región de;Austria;Abril;..
Murcia, Región de;Austria;Mayo;105
Murcia, Región de;Austria;Junio;..
Murcia, Región de;Austria;Julio;26
Murcia, Región de;Austria;Agosto;105
Murcia, Región de;Austria;Septiembre;..
Murcia, Región de;Austria;Octubre;..
Murcia, Región de;Austria;Noviembre;..
Murcia, Región de;Austria;Diciembre;23
Murcia, Región de;Bélgica;Total;5.943
Murcia, Región de;Bélgica;Enero;407
Murcia, Región de;Bélgica;Febrero;215
Murcia, Región de;Bélgica;Marzo;291
Murcia, Región de;Bélgica;Abril;510
Murcia, Región de;Bélgica;Mayo;637
Murcia, Región de;Bélgica;Junio;578
Murcia, Región de;Bélgica;Julio;1.243
Murcia, Región de;Bélgica;Agosto;775
Murcia, Región de;Bélgica;Septiembre;284
Murcia, Región de;Bélgica;Octubre;222
Murcia, Región de;Bélgica;Noviembre;532
Murcia, Región de;Bélgica;Diciembre;249
Murcia, Región de;Dinamarca;Total;5.819
Murcia, Región de;Dinamarca;Enero;899
Murcia, Región de;Dinamarca;Febrero;1.247
Murcia, Región de;Dinamarca;Marzo;1.425
Murcia, Región de;Dinamarca;Abril;812
Murcia, Región de;Dinamarca;Mayo;..
Murcia, Región de;Dinamarca;Junio;..
Murcia, Región de;Dinamarca;Julio;432
Murcia, Región de;Dinamarca;Agosto;93
Murcia, Región de;Dinamarca;Septiembre;110
Murcia, Región de;Dinamarca;Octubre;266
Murcia, Región de;Dinamarca;Noviembre;200
Murcia, Región de;Dinamarca;Diciembre;83
Murcia, Región de;Finlandia;Total;15.535
Murcia, Región de;Finlandia;Enero;703
Murcia, Región de;Finlandia;Febrero;1.703
Murcia, Región de;Finlandia;Marzo;2.478
Murcia, Región de;Finlandia;Abril;3.084
Murcia, Región de;Finlandia;Mayo;260
Murcia, Región de;Finlandia;Junio;..
Murcia, Región de;Finlandia;Julio;..
Murcia, Región de;Finlandia;Agosto;80
Murcia, Región de;Finlandia;Septiembre;148
Murcia, Región de;Finlandia;Octubre;2.129
Murcia, Región de;Finlandia;Noviembre;4.035
Murcia, Región de;Finlandia;Diciembre;685
Murcia, Región de;Francia;Total;22.119
Murcia, Región de;Francia;Enero;352
Murcia, Región de;Francia;Febrero;655
Murcia, Región de;Francia;Marzo;357
Murcia, Región de;Francia;Abril;1.156
Murcia, Región de;Francia;Mayo;863
Murcia, Región de;Francia;Junio;688
Murcia, Región de;Francia;Julio;4.450
Murcia, Región de;Francia;Agosto;9.223
Murcia, Región de;Francia;Septiembre;1.671
Murcia, Región de;Francia;Octubre;1.108
Murcia, Región de;Francia;Noviembre;812
Murcia, Región de;Francia;Diciembre;784
Murcia, Región de;Grecia;Total;..
Murcia, Región de;Grecia;Enero;..
Murcia, Región de;Grecia;Febrero;..
Murcia, Región de;Grecia;Marzo;..
Murcia, Región de;Grecia;Abril;..
Murcia, Región de;Grecia;Mayo;..
Murcia, Región de;Grecia;Junio;..
Murcia, Región de;Grecia;Julio;..
Murcia, Región de;Grecia;Agosto;..
Murcia, Región de;Grecia;Septiembre;..
Murcia, Región de;Grecia;Octubre;..
Murcia, Región de;Grecia;Noviembre;..
Murcia, Región de;Grecia;Diciembre;..
Murcia, Región de;Irlanda;Total;4.580
Murcia, Región de;Irlanda;Enero;46
Murcia, Región de;Irlanda;Febrero;203
Murcia, Región de;Irlanda;Marzo;128
Murcia, Región de;Irlanda;Abril;254
Murcia, Región de;Irlanda;Mayo;461
Murcia, Región de;Irlanda;Junio;984
Murcia, Región de;Irlanda;Julio;720
Murcia, Región de;Irlanda;Agosto;381
Murcia, Región de;Irlanda;Septiembre;855
Murcia, Región de;Irlanda;Octubre;266
Murcia, Región de;Irlanda;Noviembre;186
Murcia, Región de;Irlanda;Diciembre;97
Murcia, Región de;Italia;Total;3.274
Murcia, Región de;Italia;Enero;253
Murcia, Región de;Italia;Febrero;284
Murcia, Región de;Italia;Marzo;130
Murcia, Región de;Italia;Abril;214
Murcia, Región de;Italia;Mayo;135
Murcia, Región de;Italia;Junio;248
Murcia, Región de;Italia;Julio;252
Murcia, Región de;Italia;Agosto;815
Murcia, Región de;Italia;Septiembre;345
Murcia, Región de;Italia;Octubre;83
Murcia, Región de;Italia;Noviembre;121
Murcia, Región de;Italia;Diciembre;393
Murcia, Región de;Luxemburgo;Total;..
Murcia, Región de;Luxemburgo;Enero;..
Murcia, Región de;Luxemburgo;Febrero;..
Murcia, Región de;Luxemburgo;Marzo;..
Murcia, Región de;Luxemburgo;Abril;..
Murcia, Región de;Luxemburgo;Mayo;..
Murcia, Región de;Luxemburgo;Junio;..
Murcia, Región de;Luxemburgo;Julio;..
Murcia, Región de;Luxemburgo;Agosto;..
Murcia, Región de;Luxemburgo;Septiembre;..
Murcia, Región de;Luxemburgo;Octubre;..
Murcia, Región de;Luxemburgo;Noviembre;..
Murcia, Región de;Luxemburgo;Diciembre;..
Murcia, Región de;Países Bajos;Total;10.846
Murcia, Región de;Países Bajos;Enero;842
Murcia, Región de;Países Bajos;Febrero;956
Murcia, Región de;Países Bajos;Marzo;882
Murcia, Región de;Países Bajos;Abril;841
Murcia, Región de;Países Bajos;Mayo;533
Murcia, Región de;Países Bajos;Junio;484
Murcia, Región de;Países Bajos;Julio;1.120
Murcia, Región de;Países Bajos;Agosto;891
Murcia, Región de;Países Bajos;Septiembre;1.308
Murcia, Región de;Países Bajos;Octubre;873
Murcia, Región de;Países Bajos;Noviembre;1.039
Murcia, Región de;Países Bajos;Diciembre;1.076
Murcia, Región de;Polonia;Total;3.412
Murcia, Región de;Polonia;Enero;..
Murcia, Región de;Polonia;Febrero;371
Murcia, Región de;Polonia;Marzo;..
Murcia, Región de;Polonia;Abril;107
Murcia, Región de;Polonia;Mayo;351
Murcia, Región de;Polonia;Junio;469
Murcia, Región de;Polonia;Julio;507
Murcia, Región de;Polonia;Agosto;212
Murcia, Región de;Polonia;Septiembre;479
Murcia, Región de;Polonia;Octubre;119
Murcia, Región de;Polonia;Noviembre;217
Murcia, Región de;Polonia;Diciembre;..
Murcia, Región de;Portugal;Total;10.330
Murcia, Región de;Portugal;Enero;..
Murcia, Región de;Portugal;Febrero;..
Murcia, Región de;Portugal;Marzo;225
Murcia, Región de;Portugal;Abril;195
Murcia, Región de;Portugal;Mayo;134
Murcia, Región de;Portugal;Junio;1.714
Murcia, Región de;Portugal;Julio;2.571
Murcia, Región de;Portugal;Agosto;3.920
Murcia, Región de;Portugal;Septiembre;1.262
Murcia, Región de;Portugal;Octubre;170
Murcia, Región de;Portugal;Noviembre;..
Murcia, Región de;Portugal;Diciembre;87
Murcia, Región de;Reino Unido;Total;72.116
Murcia, Región de;Reino Unido;Enero;1.690
Murcia, Región de;Reino Unido;Febrero;2.801
Murcia, Región de;Reino Unido;Marzo;3.728
Murcia, Región de;Reino Unido;Abril;4.951
Murcia, Región de;Reino Unido;Mayo;9.320
Murcia, Región de;Reino Unido;Junio;9.421
Murcia, Región de;Reino Unido;Julio;9.739
Murcia, Región de;Reino Unido;Agosto;10.361
Murcia, Región de;Reino Unido;Septiembre;8.684
Murcia, Región de;Reino Unido;Octubre;7.234
Murcia, Región de;Reino Unido;Noviembre;2.804
Murcia, Región de;Reino Unido;Diciembre;1.384
Murcia, Región de;Republica Checa;Total;8.903
Murcia, Región de;Republica Checa;Enero;..
Murcia, Región de;Republica Checa;Febrero;..
Murcia, Región de;Republica Checa;Marzo;..
Murcia, Región de;Republica Checa;Abril;..
Murcia, Región de;Republica Checa;Mayo;..
Murcia, Región de;Republica Checa;Junio;1.901
Murcia, Región de;Republica Checa;Julio;2.573
Murcia, Región de;Republica Checa;Agosto;207
Murcia, Región de;Republica Checa;Septiembre;3.945
Murcia, Región de;Republica Checa;Octubre;190
Murcia, Región de;Republica Checa;Noviembre;..
Murcia, Región de;Republica Checa;Diciembre;..
Murcia, Región de;Suecia;Total;58.695
Murcia, Región de;Suecia;Enero;4.580
Murcia, Región de;Suecia;Febrero;8.417
Murcia, Región de;Suecia;Marzo;14.362
Murcia, Región de;Suecia;Abril;6.446
Murcia, Región de;Suecia;Mayo;949
Murcia, Región de;Suecia;Junio;383
Murcia, Región de;Suecia;Julio;274
Murcia, Región de;Suecia;Agosto;370
Murcia, Región de;Suecia;Septiembre;851
Murcia, Región de;Suecia;Octubre;9.067
Murcia, Región de;Suecia;Noviembre;10.553
Murcia, Región de;Suecia;Diciembre;2.442
Murcia, Región de;Resto de la UE;Total;5.795
Murcia, Región de;Resto de la UE;Enero;532
Murcia, Región de;Resto de la UE;Febrero;606
Murcia, Región de;Resto de la UE;Marzo;398
Murcia, Región de;Resto de la UE;Abril;296
Murcia, Región de;Resto de la UE;Mayo;345
Murcia, Región de;Resto de la UE;Junio;257
Murcia, Región de;Resto de la UE;Julio;311
Murcia, Región de;Resto de la UE;Agosto;254
Murcia, Región de;Resto de la UE;Septiembre;640
Murcia, Región de;Resto de la UE;Octubre;1.296
Murcia, Región de;Resto de la UE;Noviembre;360
Murcia, Región de;Resto de la UE;Diciembre;500
Murcia, Región de;Noruega;Total;14.356
Murcia, Región de;Noruega;Enero;253
Murcia, Región de;Noruega;Febrero;2.192
Murcia, Región de;Noruega;Marzo;2.207
Murcia, Región de;Noruega;Abril;566
Murcia, Región de;Noruega;Mayo;530
Murcia, Región de;Noruega;Junio;1.495
Murcia, Región de;Noruega;Julio;2.794
Murcia, Región de;Noruega;Agosto;1.044
Murcia, Región de;Noruega;Septiembre;948
Murcia, Región de;Noruega;Octubre;1.581
Murcia, Región de;Noruega;Noviembre;659
Murcia, Región de;Noruega;Diciembre;87
Murcia, Región de;Rusia;Total;6.217
Murcia, Región de;Rusia;Enero;161
Murcia, Región de;Rusia;Febrero;53
Murcia, Región de;Rusia;Marzo;..
Murcia, Región de;Rusia;Abril;..
Murcia, Región de;Rusia;Mayo;955
Murcia, Región de;Rusia;Junio;2.105
Murcia, Región de;Rusia;Julio;486
Murcia, Región de;Rusia;Agosto;161
Murcia, Región de;Rusia;Septiembre;1.580
Murcia, Región de;Rusia;Octubre;496
Murcia, Región de;Rusia;Noviembre;165
Murcia, Región de;Rusia;Diciembre;19
Murcia, Región de;Suiza;Total;2.715
Murcia, Región de;Suiza;Enero;360
Murcia, Región de;Suiza;Febrero;179
Murcia, Región de;Suiza;Marzo;..
Murcia, Región de;Suiza;Abril;271
Murcia, Región de;Suiza;Mayo;111
Murcia, Región de;Suiza;Junio;164
Murcia, Región de;Suiza;Julio;160
Murcia, Región de;Suiza;Agosto;124
Murcia, Región de;Suiza;Septiembre;191
Murcia, Región de;Suiza;Octubre;704
Murcia, Región de;Suiza;Noviembre;..
Murcia, Región de;Suiza;Diciembre;298
Murcia, Región de;Resto de Europa;Total;3.439
Murcia, Región de;Resto de Europa;Enero;..
Murcia, Región de;Resto de Europa;Febrero;..
Murcia, Región de;Resto de Europa;Marzo;76
Murcia, Región de;Resto de Europa;Abril;328
Murcia, Región de;Resto de Europa;Mayo;89
Murcia, Región de;Resto de Europa;Junio;265
Murcia, Región de;Resto de Europa;Julio;1.080
Murcia, Región de;Resto de Europa;Agosto;491
Murcia, Región de;Resto de Europa;Septiembre;633
Murcia, Región de;Resto de Europa;Octubre;216
Murcia, Región de;Resto de Europa;Noviembre;106
Murcia, Región de;Resto de Europa;Diciembre;47
Murcia, Región de;Estados Unidos;Total;1.197
Murcia, Región de;Estados Unidos;Enero;..
Murcia, Región de;Estados Unidos;Febrero;..
Murcia, Región de;Estados Unidos;Marzo;178
Murcia, Región de;Estados Unidos;Abril;150
Murcia, Región de;Estados Unidos;Mayo;286
Murcia, Región de;Estados Unidos;Junio;..
Murcia, Región de;Estados Unidos;Julio;124
Murcia, Región de;Estados Unidos;Agosto;70
Murcia, Región de;Estados Unidos;Septiembre;59
Murcia, Región de;Estados Unidos;Octubre;60
Murcia, Región de;Estados Unidos;Noviembre;..
Murcia, Región de;Estados Unidos;Diciembre;124
Murcia, Región de;Resto de América;Total;2.984
Murcia, Región de;Resto de América;Enero;190
Murcia, Región de;Resto de América;Febrero;124
Murcia, Región de;Resto de América;Marzo;218
Murcia, Región de;Resto de América;Abril;..
Murcia, Región de;Resto de América;Mayo;..
Murcia, Región de;Resto de América;Junio;277
Murcia, Región de;Resto de América;Julio;285
Murcia, Región de;Resto de América;Agosto;253
Murcia, Región de;Resto de América;Septiembre;259
Murcia, Región de;Resto de América;Octubre;146
Murcia, Región de;Resto de América;Noviembre;538
Murcia, Región de;Resto de América;Diciembre;187
Murcia, Región de;Países Africanos;Total;1.110
Murcia, Región de;Países Africanos;Enero;..
Murcia, Región de;Países Africanos;Febrero;..
Murcia, Región de;Países Africanos;Marzo;15
Murcia, Región de;Países Africanos;Abril;..
Murcia, Región de;Países Africanos;Mayo;93
Murcia, Región de;Países Africanos;Junio;335
Murcia, Región de;Países Africanos;Julio;347
Murcia, Región de;Países Africanos;Agosto;178
Murcia, Región de;Países Africanos;Septiembre;18
Murcia, Región de;Países Africanos;Octubre;..
Murcia, Región de;Países Africanos;Noviembre;..
Murcia, Región de;Países Africanos;Diciembre;..
Murcia, Región de;Resto del mundo;Total;2.495
Murcia, Región de;Resto del mundo;Enero;143
Murcia, Región de;Resto del mundo;Febrero;40
Murcia, Región de;Resto del mundo;Marzo;..
Murcia, Región de;Resto del mundo;Abril;96
Murcia, Región de;Resto del mundo;Mayo;..
Murcia, Región de;Resto del mundo;Junio;288
Murcia, Región de;Resto del mundo;Julio;299
Murcia, Región de;Resto del mundo;Agosto;352
Murcia, Región de;Resto del mundo;Septiembre;245
Murcia, Región de;Resto del mundo;Octubre;412
Murcia, Región de;Resto del mundo;Noviembre;230
Murcia, Región de;Resto del mundo;Diciembre;291
Navarra, Comunidad Foral de;Total;Total;237.746
Navarra, Comunidad Foral de;Total;Enero;6.642
Navarra, Comunidad Foral de;Total;Febrero;8.642
Navarra, Comunidad Foral de;Total;Marzo;9.875
Navarra, Comunidad Foral de;Total;Abril;21.312
Navarra, Comunidad Foral de;Total;Mayo;18.115
Navarra, Comunidad Foral de;Total;Junio;16.898
Navarra, Comunidad Foral de;Total;Julio;31.546
Navarra, Comunidad Foral de;Total;Agosto;46.199
Navarra, Comunidad Foral de;Total;Septiembre;22.505
Navarra, Comunidad Foral de;Total;Octubre;19.635
Navarra, Comunidad Foral de;Total;Noviembre;14.650
Navarra, Comunidad Foral de;Total;Diciembre;21.726
Navarra, Comunidad Foral de;Residentes en España;Total;168.802
Navarra, Comunidad Foral de;Residentes en España;Enero;5.890
Navarra, Comunidad Foral de;Residentes en España;Febrero;5.562
Navarra, Comunidad Foral de;Residentes en España;Marzo;6.774
Navarra, Comunidad Foral de;Residentes en España;Abril;15.483
Navarra, Comunidad Foral de;Residentes en España;Mayo;8.720
Navarra, Comunidad Foral de;Residentes en España;Junio;10.665
Navarra, Comunidad Foral de;Residentes en España;Julio;22.385
Navarra, Comunidad Foral de;Residentes en España;Agosto;35.092
Navarra, Comunidad Foral de;Residentes en España;Septiembre;14.488
Navarra, Comunidad Foral de;Residentes en España;Octubre;14.325
Navarra, Comunidad Foral de;Residentes en España;Noviembre;11.494
Navarra, Comunidad Foral de;Residentes en España;Diciembre;17.923
Navarra, Comunidad Foral de;No residentes en España;Total;68.943
Navarra, Comunidad Foral de;No residentes en España;Enero;751
Navarra, Comunidad Foral de;No residentes en España;Febrero;3.080
Navarra, Comunidad Foral de;No residentes en España;Marzo;3.101
Navarra, Comunidad Foral de;No residentes en España;Abril;5.829
Navarra, Comunidad Foral de;No residentes en España;Mayo;9.395
Navarra, Comunidad Foral de;No residentes en España;Junio;6.233
Navarra, Comunidad Foral de;No residentes en España;Julio;9.161
Navarra, Comunidad Foral de;No residentes en España;Agosto;11.107
Navarra, Comunidad Foral de;No residentes en España;Septiembre;8.017
Navarra, Comunidad Foral de;No residentes en España;Octubre;5.311
Navarra, Comunidad Foral de;No residentes en España;Noviembre;3.155
Navarra, Comunidad Foral de;No residentes en España;Diciembre;3.803
Navarra, Comunidad Foral de;Unión Europea (sin España);Total;42.577
Navarra, Comunidad Foral de;Unión Europea (sin España);Enero;443
Navarra, Comunidad Foral de;Unión Europea (sin España);Febrero;1.633
Navarra, Comunidad Foral de;Unión Europea (sin España);Marzo;1.457
Navarra, Comunidad Foral de;Unión Europea (sin España);Abril;4.684
Navarra, Comunidad Foral de;Unión Europea (sin España);Mayo;5.277
Navarra, Comunidad Foral de;Unión Europea (sin España);Junio;3.103
Navarra, Comunidad Foral de;Unión Europea (sin España);Julio;5.677
Navarra, Comunidad Foral de;Unión Europea (sin España);Agosto;8.000
Navarra, Comunidad Foral de;Unión Europea (sin España);Septiembre;4.761
Navarra, Comunidad Foral de;Unión Europea (sin España);Octubre;3.237
Navarra, Comunidad Foral de;Unión Europea (sin España);Noviembre;1.317
Navarra, Comunidad Foral de;Unión Europea (sin España);Diciembre;2.987
Navarra, Comunidad Foral de;Alemania;Total;6.673
Navarra, Comunidad Foral de;Alemania;Enero;206
Navarra, Comunidad Foral de;Alemania;Febrero;420
Navarra, Comunidad Foral de;Alemania;Marzo;425
Navarra, Comunidad Foral de;Alemania;Abril;559
Navarra, Comunidad Foral de;Alemania;Mayo;605
Navarra, Comunidad Foral de;Alemania;Junio;548
Navarra, Comunidad Foral de;Alemania;Julio;968
Navarra, Comunidad Foral de;Alemania;Agosto;760
Navarra, Comunidad Foral de;Alemania;Septiembre;818
Navarra, Comunidad Foral de;Alemania;Octubre;266
Navarra, Comunidad Foral de;Alemania;Noviembre;165
Navarra, Comunidad Foral de;Alemania;Diciembre;932
Navarra, Comunidad Foral de;Austria;Total;366
Navarra, Comunidad Foral de;Austria;Enero;..
Navarra, Comunidad Foral de;Austria;Febrero;..
Navarra, Comunidad Foral de;Austria;Marzo;..
Navarra, Comunidad Foral de;Austria;Abril;..
Navarra, Comunidad Foral de;Austria;Mayo;85
Navarra, Comunidad Foral de;Austria;Junio;75
Navarra, Comunidad Foral de;Austria;Julio;..
Navarra, Comunidad Foral de;Austria;Agosto;142
Navarra, Comunidad Foral de;Austria;Septiembre;..
Navarra, Comunidad Foral de;Austria;Octubre;40
Navarra, Comunidad Foral de;Austria;Noviembre;..
Navarra, Comunidad Foral de;Austria;Diciembre;..
Navarra, Comunidad Foral de;Bélgica;Total;1.087
Navarra, Comunidad Foral de;Bélgica;Enero;..
Navarra, Comunidad Foral de;Bélgica;Febrero;..
Navarra, Comunidad Foral de;Bélgica;Marzo;..
Navarra, Comunidad Foral de;Bélgica;Abril;..
Navarra, Comunidad Foral de;Bélgica;Mayo;29
Navarra, Comunidad Foral de;Bélgica;Junio;41
Navarra, Comunidad Foral de;Bélgica;Julio;459
Navarra, Comunidad Foral de;Bélgica;Agosto;251
Navarra, Comunidad Foral de;Bélgica;Septiembre;238
Navarra, Comunidad Foral de;Bélgica;Octubre;..
Navarra, Comunidad Foral de;Bélgica;Noviembre;..
Navarra, Comunidad Foral de;Bélgica;Diciembre;..
Navarra, Comunidad Foral de;Dinamarca;Total;413
Navarra, Comunidad Foral de;Dinamarca;Enero;..
Navarra, Comunidad Foral de;Dinamarca;Febrero;..
Navarra, Comunidad Foral de;Dinamarca;Marzo;..
Navarra, Comunidad Foral de;Dinamarca;Abril;..
Navarra, Comunidad Foral de;Dinamarca;Mayo;34
Navarra, Comunidad Foral de;Dinamarca;Junio;..
Navarra, Comunidad Foral de;Dinamarca;Julio;221
Navarra, Comunidad Foral de;Dinamarca;Agosto;75
Navarra, Comunidad Foral de;Dinamarca;Septiembre;50
Navarra, Comunidad Foral de;Dinamarca;Octubre;25
Navarra, Comunidad Foral de;Dinamarca;Noviembre;..
Navarra, Comunidad Foral de;Dinamarca;Diciembre;..
Navarra, Comunidad Foral de;Finlandia;Total;69
Navarra, Comunidad Foral de;Finlandia;Enero;..
Navarra, Comunidad Foral de;Finlandia;Febrero;..
Navarra, Comunidad Foral de;Finlandia;Marzo;..
Navarra, Comunidad Foral de;Finlandia;Abril;..
Navarra, Comunidad Foral de;Finlandia;Mayo;..
Navarra, Comunidad Foral de;Finlandia;Junio;..
Navarra, Comunidad Foral de;Finlandia;Julio;49
Navarra, Comunidad Foral de;Finlandia;Agosto;..
Navarra, Comunidad Foral de;Finlandia;Septiembre;..
Navarra, Comunidad Foral de;Finlandia;Octubre;..
Navarra, Comunidad Foral de;Finlandia;Noviembre;..
Navarra, Comunidad Foral de;Finlandia;Diciembre;..
Navarra, Comunidad Foral de;Francia;Total;18.582
Navarra, Comunidad Foral de;Francia;Enero;84
Navarra, Comunidad Foral de;Francia;Febrero;59
Navarra, Comunidad Foral de;Francia;Marzo;278
Navarra, Comunidad Foral de;Francia;Abril;3.053
Navarra, Comunidad Foral de;Francia;Mayo;3.762
Navarra, Comunidad Foral de;Francia;Junio;1.536
Navarra, Comunidad Foral de;Francia;Julio;1.561
Navarra, Comunidad Foral de;Francia;Agosto;3.626
Navarra, Comunidad Foral de;Francia;Septiembre;1.623
Navarra, Comunidad Foral de;Francia;Octubre;1.533
Navarra, Comunidad Foral de;Francia;Noviembre;219
Navarra, Comunidad Foral de;Francia;Diciembre;1.248
Navarra, Comunidad Foral de;Grecia;Total;57
Navarra, Comunidad Foral de;Grecia;Enero;..
Navarra, Comunidad Foral de;Grecia;Febrero;..
Navarra, Comunidad Foral de;Grecia;Marzo;..
Navarra, Comunidad Foral de;Grecia;Abril;..
Navarra, Comunidad Foral de;Grecia;Mayo;..
Navarra, Comunidad Foral de;Grecia;Junio;..
Navarra, Comunidad Foral de;Grecia;Julio;24
Navarra, Comunidad Foral de;Grecia;Agosto;..
Navarra, Comunidad Foral de;Grecia;Septiembre;33
Navarra, Comunidad Foral de;Grecia;Octubre;..
Navarra, Comunidad Foral de;Grecia;Noviembre;..
Navarra, Comunidad Foral de;Grecia;Diciembre;..
Navarra, Comunidad Foral de;Irlanda;Total;1.504
Navarra, Comunidad Foral de;Irlanda;Enero;..
Navarra, Comunidad Foral de;Irlanda;Febrero;..
Navarra, Comunidad Foral de;Irlanda;Marzo;..
Navarra, Comunidad Foral de;Irlanda;Abril;42
Navarra, Comunidad Foral de;Irlanda;Mayo;230
Navarra, Comunidad Foral de;Irlanda;Junio;109
Navarra, Comunidad Foral de;Irlanda;Julio;117
Navarra, Comunidad Foral de;Irlanda;Agosto;456
Navarra, Comunidad Foral de;Irlanda;Septiembre;335
Navarra, Comunidad Foral de;Irlanda;Octubre;193
Navarra, Comunidad Foral de;Irlanda;Noviembre;..
Navarra, Comunidad Foral de;Irlanda;Diciembre;..
Navarra, Comunidad Foral de;Italia;Total;2.725
Navarra, Comunidad Foral de;Italia;Enero;..
Navarra, Comunidad Foral de;Italia;Febrero;268
Navarra, Comunidad Foral de;Italia;Marzo;314
Navarra, Comunidad Foral de;Italia;Abril;287
Navarra, Comunidad Foral de;Italia;Mayo;248
Navarra, Comunidad Foral de;Italia;Junio;334
Navarra, Comunidad Foral de;Italia;Julio;178
Navarra, Comunidad Foral de;Italia;Agosto;659
Navarra, Comunidad Foral de;Italia;Septiembre;205
Navarra, Comunidad Foral de;Italia;Octubre;115
Navarra, Comunidad Foral de;Italia;Noviembre;41
Navarra, Comunidad Foral de;Italia;Diciembre;..
Navarra, Comunidad Foral de;Luxemburgo;Total;57
Navarra, Comunidad Foral de;Luxemburgo;Enero;..
Navarra, Comunidad Foral de;Luxemburgo;Febrero;..
Navarra, Comunidad Foral de;Luxemburgo;Marzo;..
Navarra, Comunidad Foral de;Luxemburgo;Abril;..
Navarra, Comunidad Foral de;Luxemburgo;Mayo;..
Navarra, Comunidad Foral de;Luxemburgo;Junio;..
Navarra, Comunidad Foral de;Luxemburgo;Julio;40
Navarra, Comunidad Foral de;Luxemburgo;Agosto;..
Navarra, Comunidad Foral de;Luxemburgo;Septiembre;17
Navarra, Comunidad Foral de;Luxemburgo;Octubre;..
Navarra, Comunidad Foral de;Luxemburgo;Noviembre;..
Navarra, Comunidad Foral de;Luxemburgo;Diciembre;..
Navarra, Comunidad Foral de;Países Bajos;Total;3.096
Navarra, Comunidad Foral de;Países Bajos;Enero;..
Navarra, Comunidad Foral de;Países Bajos;Febrero;215
Navarra, Comunidad Foral de;Países Bajos;Marzo;..
Navarra, Comunidad Foral de;Países Bajos;Abril;..
Navarra, Comunidad Foral de;Países Bajos;Mayo;..
Navarra, Comunidad Foral de;Países Bajos;Junio;34
Navarra, Comunidad Foral de;Países Bajos;Julio;833
Navarra, Comunidad Foral de;Países Bajos;Agosto;624
Navarra, Comunidad Foral de;Países Bajos;Septiembre;233
Navarra, Comunidad Foral de;Países Bajos;Octubre;507
Navarra, Comunidad Foral de;Países Bajos;Noviembre;..
Navarra, Comunidad Foral de;Países Bajos;Diciembre;266
Navarra, Comunidad Foral de;Polonia;Total;830
Navarra, Comunidad Foral de;Polonia;Enero;..
Navarra, Comunidad Foral de;Polonia;Febrero;..
Navarra, Comunidad Foral de;Polonia;Marzo;..
Navarra, Comunidad Foral de;Polonia;Abril;..
Navarra, Comunidad Foral de;Polonia;Mayo;..
Navarra, Comunidad Foral de;Polonia;Junio;..
Navarra, Comunidad Foral de;Polonia;Julio;143
Navarra, Comunidad Foral de;Polonia;Agosto;..
Navarra, Comunidad Foral de;Polonia;Septiembre;..
Navarra, Comunidad Foral de;Polonia;Octubre;..
Navarra, Comunidad Foral de;Polonia;Noviembre;..
Navarra, Comunidad Foral de;Polonia;Diciembre;..
Navarra, Comunidad Foral de;Portugal;Total;1.102
Navarra, Comunidad Foral de;Portugal;Enero;43
Navarra, Comunidad Foral de;Portugal;Febrero;40
Navarra, Comunidad Foral de;Portugal;Marzo;60
Navarra, Comunidad Foral de;Portugal;Abril;..
Navarra, Comunidad Foral de;Portugal;Mayo;95
Navarra, Comunidad Foral de;Portugal;Junio;85
Navarra, Comunidad Foral de;Portugal;Julio;52
Navarra, Comunidad Foral de;Portugal;Agosto;256
Navarra, Comunidad Foral de;Portugal;Septiembre;331
Navarra, Comunidad Foral de;Portugal;Octubre;34
Navarra, Comunidad Foral de;Portugal;Noviembre;39
Navarra, Comunidad Foral de;Portugal;Diciembre;..
Navarra, Comunidad Foral de;Reino Unido;Total;4.393
Navarra, Comunidad Foral de;Reino Unido;Enero;..
Navarra, Comunidad Foral de;Reino Unido;Febrero;499
Navarra, Comunidad Foral de;Reino Unido;Marzo;262
Navarra, Comunidad Foral de;Reino Unido;Abril;57
Navarra, Comunidad Foral de;Reino Unido;Mayo;110
Navarra, Comunidad Foral de;Reino Unido;Junio;151
Navarra, Comunidad Foral de;Reino Unido;Julio;880
Navarra, Comunidad Foral de;Reino Unido;Agosto;873
Navarra, Comunidad Foral de;Reino Unido;Septiembre;583
Navarra, Comunidad Foral de;Reino Unido;Octubre;342
Navarra, Comunidad Foral de;Reino Unido;Noviembre;298
Navarra, Comunidad Foral de;Reino Unido;Diciembre;..
Navarra, Comunidad Foral de;Republica Checa;Total;566
Navarra, Comunidad Foral de;Republica Checa;Enero;..
Navarra, Comunidad Foral de;Republica Checa;Febrero;..
Navarra, Comunidad Foral de;Republica Checa;Marzo;..
Navarra, Comunidad Foral de;Republica Checa;Abril;..
Navarra, Comunidad Foral de;Republica Checa;Mayo;..
Navarra, Comunidad Foral de;Republica Checa;Junio;..
Navarra, Comunidad Foral de;Republica Checa;Julio;..
